*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   1        : N0 P0                     MZCER045 GHWA0401    1              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  1   : N0 P0                     MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 262   345    93   27.6   15.5   12.1   1.76   1.29   27.9    6.9    5.1    1.3   1.29   1.13    0.00    0.14
 2004 263   346    94   27.6   15.8   11.8   1.76   1.27   27.9    6.8    5.0    1.3   1.27   1.14    0.00    0.14
 2004 264   347    95   27.6   16.0   11.6   1.76   1.25   27.9    6.7    4.9    1.3   1.25   1.15    0.00    0.14
 2004 265   348    96   27.6   16.1   11.5   1.76   1.24   27.9    6.7    4.9    1.2   1.24   1.15    0.00    0.14
 2004 266   349    97   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 267   350    98   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 268   351    99   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 269   352   100   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 270   353   101   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 271   354   102   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 272   355   103   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 273   356   104   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 274   357   105   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 275   358   106   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 276   359   107   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 277   360   108   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 278   361   109   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 279   362   110   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 280   363   111   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 281   364   112   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 282   365   113   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 283   366   114   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 284   367   115   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 285   368   116   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 286   369   117   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 287   370   118   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 288   371   119   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 289   372   120   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 290   373   121   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 291   374   122   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 292   375   123   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 293   376   124   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14
 2004 294   377   125   27.6   16.3   11.3   1.76   1.21   27.9    6.5    4.8    1.2   1.21   1.16    0.00    0.14

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   8        : N120 P60                  MZCER045 GHWA0401    8              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  8   : N120 P60                  MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 169   252     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 170   253     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 171   254     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 172   255     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 173   256     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 174   257     5    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.20    0.00    0.00
 2004 175   258     6    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.11    0.00    0.00
 2004 176   259     7    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.94    0.00    0.00
 2004 177   260     8    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.74    0.00    0.00
 2004 178   261     9    0.9    0.0    0.9   0.00   3.68    0.0    0.5    0.4    3.7   3.68   1.63    0.00    0.00
 2004 179   262    10    1.0    0.0    1.0   0.00   3.35    0.1    0.7    0.3    3.3   3.35   1.26    0.00    0.00
 2004 180   263    11    1.3    0.0    1.3   0.00   3.41    0.4    1.0    0.3    3.4   3.41   1.16    0.00    0.00
 2004 181   264    12    1.6    0.0    1.6   0.00   3.46    0.8    1.3    0.3    3.5   3.46   1.25    0.00    0.00
 2004 182   265    13    2.0    0.0    2.0   0.00   3.14    1.1    1.6    0.3    3.1   3.14   1.17    0.00    0.00
 2004 183   266    14    2.6    0.0    2.6   0.00   3.14    1.9    2.2    0.3    3.1   3.14   1.33    0.00    0.01
 2004 184   267    15    3.3    0.0    3.3   0.00   3.16    2.7    3.0    0.3    3.2   3.16   1.23    0.00    0.01
 2004 185   268    16    4.3    0.0    4.3   0.00   3.55    3.6    3.9    0.4    3.6   3.55   1.14    0.00    0.01
 2004 186   269    17    4.8    0.0    4.8   0.00   3.01    4.2    4.5    0.3    3.0   3.01   1.23    0.00    0.01
 2004 187   270    18    6.3    0.0    6.3   0.00   3.04    5.8    6.0    0.3    3.0   3.04   1.23    0.00    0.01
 2004 188   271    19    8.0    0.0    8.0   0.00   2.97    7.8    7.7    0.3    3.0   2.97   1.29    0.00    0.02
 2004 189   272    20   10.5    0.0   10.5   0.00   3.46   10.7   10.1    0.3    3.5   3.46   1.38    0.00    0.02
 2004 190   273    21   11.8    0.0   11.8   0.00   3.26   11.9   11.5    0.3    3.3   3.26   1.17    0.00    0.03
 2004 191   274    22   13.8    0.0   13.8   0.00   3.18   14.4   13.5    0.3    3.2   3.18   1.29    0.00    0.03
 2004 192   275    23   19.1    0.0   19.1   0.00   3.78   19.7   18.7    0.4    3.8   3.78   1.17    0.00    0.04
 2004 193   276    24   21.3    0.0   21.3   0.00   3.67   22.2   21.0    0.4    3.7   3.67   1.20    0.00    0.05
 2004 194   277    25   23.9    0.0   23.9   0.00   3.55   25.2   23.5    0.4    3.5   3.55   1.21    0.00    0.06
 2004 195   278    26   27.2    0.0   27.2   0.00   3.49   29.6   26.7    0.5    3.5   3.49   1.34    0.00    0.07
 2004 196   279    27   30.0    0.0   30.0   0.00   3.45   32.1   29.4    0.7    3.4   3.45   1.13    0.00    0.09
 2004 197   280    28   33.2    0.0   33.2   0.00   3.40   36.4   32.3    0.9    3.4   3.40   1.25    0.00    0.10
 2004 198   281    29   36.6    0.0   36.6   0.00   3.35   40.2   35.2    1.4    3.3   3.35   1.21    0.00    0.12
 2004 199   282    30   39.5    0.0   39.5   0.00   3.30   42.9   37.6    1.8    3.3   3.30   1.11    0.00    0.15
 2004 200   283    31   42.9    0.0   42.9   0.00   3.26   47.2   40.4    2.5    3.3   3.26   1.18    0.00    0.17
 2004 201   284    32   47.5    0.0   47.5   0.00   3.22   52.8   43.8    3.6    3.2   3.22   1.22    0.00    0.20
 2004 202   285    33   50.6    0.0   50.6   0.00   3.15   56.0   46.0    4.6    3.2   3.15   1.14    0.00    0.23
 2004 203   286    34   54.2    0.0   54.2   0.00   3.11   59.4   48.3    5.9    3.1   3.11   1.08    0.00    0.26
 2004 204   287    35   58.1    0.0   58.1   0.00   3.06   64.7   50.7    7.4    3.1   3.06   1.19    0.00    0.29
 2004 205   288    36   62.3    0.0   62.3   0.00   3.02   70.1   53.1    9.2    3.0   3.02   1.20    0.00    0.33
 2004 206   289    37   66.1    0.0   66.1   0.00   2.98   73.1   55.1   11.0    3.0   2.98   1.08    0.00    0.37
 2004 207   290    38   70.5    0.0   70.5   0.00   2.94   78.8   57.3   13.3    2.9   2.94   1.15    0.00    0.41
 2004 208   291    39   75.2    0.0   75.2   0.00   2.90   83.8   59.4   15.7    2.9   2.90   1.13    0.00    0.45
 2004 209   292    40   79.3    0.0   79.3   0.00   2.86   87.9   61.1   18.1    2.9   2.86   1.10    0.00    0.50
 2004 210   293    41   84.3    0.0   84.3   0.00   2.81   92.9   63.0   21.3    2.8   2.81   1.08    0.00    0.54
 2004 211   294    42   89.3    0.0   89.3   0.00   2.78   98.7   64.8   24.5    2.8   2.78   1.12    0.00    0.59
 2004 212   295    43   93.9    0.0   93.9   0.00   2.74  103.1   66.4   27.6    2.7   2.74   1.08    0.00    0.64
 2004 213   296    44   98.8    0.0   98.8   0.00   2.70  108.1   68.6   30.1    2.7   2.70   1.08    0.00    0.69
 2004 214   297    45  102.2    0.0  102.2   0.00   2.61  112.3   69.2   33.0    2.6   2.61   1.09    0.00    0.74
 2004 215   298    46  106.4    0.0  106.4   0.00   2.58  116.9   70.4   36.0    2.6   2.58   1.09    0.00    0.79
 2004 216   299    47  109.1    0.0  109.1   0.00   2.52  120.4   70.7   38.5    2.5   2.52   1.08    0.00    0.84
 2004 217   300    48  111.6    0.0  111.6   0.00   2.48  122.9   70.9   40.7    2.5   2.48   1.08    0.00    0.90
 2004 218   301    49  113.0    0.0  113.0   0.00   2.41  124.6   70.5   42.5    2.4   2.41   1.05    0.00    0.96
 2004 219   302    50  114.2    0.0  114.2   0.00   2.34  125.9   69.9   44.3    2.3   2.34   1.04    0.00    1.02
 2004 220   303    51  115.0    0.0  115.0   0.00   2.27  126.9   69.4   45.6    2.3   2.27   0.99    0.00    1.07
 2004 221   304    52  115.7    0.0  115.7   0.00   2.21  127.7   68.9   46.9    2.2   2.21   0.99    0.00    1.13
 2004 222   305    53  116.1    0.0  116.1   0.00   2.16  128.2   68.2   47.9    2.2   2.16   0.99    0.00    1.19
 2004 223   306    54  116.3    0.0  116.3   0.00   2.11  128.5   67.7   48.6    2.1   2.11   0.99    0.00    1.25
 2004 224   307    55  116.4    0.0  116.4   0.00   2.07  128.7   67.3   49.1    2.1   2.07   0.98    0.00    1.31
 2004 225   308    56  116.5    0.0  116.5   0.00   2.04  128.8   67.6   48.9    2.0   2.04   0.96    0.00    1.37
 2004 226   309    57  116.8    0.0  116.8   0.00   1.99  129.2   65.5   51.3    2.0   1.99   0.95    0.00    1.44
 2004 227   310    58  116.8    0.0  116.8   0.00   1.98  129.2   64.3   52.5    2.0   1.98   0.95    0.00    1.44
 2004 228   311    59  116.8    0.0  116.8   0.00   1.95  129.2   62.5   54.3    1.9   1.95   0.94    0.00    1.44
 2004 229   312    60  116.8    0.0  116.8   0.00   1.93  129.2   61.1   55.7    1.9   1.93   0.94    0.00    1.44
 2004 230   313    61  116.8    0.0  116.8   0.00   1.92  129.2   60.0   56.8    1.9   1.92   0.93    0.00    1.44
 2004 231   314    62  116.8    0.0  116.8   0.00   1.91  129.2   58.8   58.0    1.9   1.91   0.93    0.00    1.44
 2004 232   315    63  116.8    0.0  116.8   0.00   1.89  129.2   57.4   59.5    1.9   1.89   0.92    0.00    1.44
 2004 233   316    64  116.8    0.0  116.8   0.00   1.89  129.3   56.3   60.5    1.9   1.89   0.92    0.00    1.50
 2004 234   317    65  116.8    0.0  116.8   0.00   1.89  129.3   55.3   61.5    1.9   1.89   0.92    0.00    1.56
 2004 235   318    66  116.6    0.0  116.6   0.00   1.89  129.8   54.2   62.3    1.9   1.89   0.96    0.00    1.62
 2004 236   319    67  116.5    2.4  114.1   1.70   1.85  129.8   53.1   61.0    1.9   1.85   0.95    0.00    1.68
 2004 237   320    68  116.5    4.8  111.7   1.70   1.81  129.8   52.0   59.7    1.8   1.81   0.92    0.00    1.68
 2004 238   321    69  116.5    7.2  109.3   1.72   1.77  129.8   50.9   58.5    1.8   1.77   0.88    0.00    1.68
 2004 239   322    70  116.5    9.6  106.9   1.72   1.73  129.8   49.8   57.2    1.7   1.73   0.86    0.00    1.68
 2004 240   323    71  116.5   12.0  104.5   1.72   1.70  129.8   48.6   55.9    1.7   1.70   0.83    0.00    1.68
 2004 241   324    72  116.5   14.5  102.1   1.72   1.66  129.8   47.5   54.6    1.7   1.66   0.82    0.00    1.68
 2004 242   325    73  116.5   16.9   99.6   1.72   1.62  129.8   46.3   53.2    1.6   1.62   0.79    0.00    1.74
 2004 243   326    74  116.4   19.3   97.1   1.73   1.58  129.8   45.2   51.9    1.6   1.58   0.76    0.00    1.81
 2004 244   327    75  116.4   21.8   94.7   1.73   1.54  130.1   44.1   50.6    1.5   1.54   0.75    0.00    1.87
 2004 245   328    76  116.4   24.2   92.2   1.73   1.50  130.1   42.9   49.3    1.5   1.50   0.74    0.00    1.93
 2004 246   329    77  116.4   26.6   89.8   1.73   1.46  130.3   41.8   48.0    1.5   1.46   0.74    0.00    2.00
 2004 247   330    78  116.4   29.0   87.3   1.73   1.42  130.3   40.6   46.7    1.4   1.42   0.72    0.00    2.06
 2004 248   331    79  116.3   31.4   84.9   1.72   1.38  130.3   39.5   45.4    1.4   1.38   0.70    0.00    2.13
 2004 249   332    80  116.3   33.8   82.5   1.72   1.34  130.3   38.4   44.1    1.3   1.34   0.68    0.00    2.13
 2004 250   333    81  116.3   36.2   80.1   1.72   1.30  130.3   37.3   42.8    1.3   1.30   0.67    0.00    2.13
 2004 251   334    82  116.2   38.6   77.7   1.72   1.26  130.3   36.1   41.5    1.3   1.26   0.66    0.00    2.19
 2004 252   335    83  116.2   41.0   75.2   1.72   1.22  130.3   35.0   40.2    1.2   1.22   0.64    0.00    2.26
 2004 253   336    84  116.2   43.3   72.9   1.72   1.18  130.4   33.9   39.0    1.2   1.18   0.64    0.00    2.32
 2004 254   337    85  116.2   45.6   70.6   1.71   1.15  130.5   32.8   37.7    1.1   1.15   0.63    0.00    2.39
 2004 255   338    86  116.2   47.9   68.3   1.71   1.11  130.7   31.8   36.5    1.1   1.11   0.64    0.00    2.45
 2004 256   339    87  116.3   50.1   66.2   1.70   1.07  130.9   30.8   35.4    1.1   1.07   0.64    0.00    2.52
 2004 257   340    88  116.3   52.3   64.0   1.70   1.04  131.1   29.8   34.2    1.0   1.04   0.63    0.00    2.58
 2004 258   341    89  116.3   54.4   61.9   1.69   1.00  131.1   28.8   33.1    1.0   1.00   0.61    0.00    2.65
 2004 259   342    90  116.2   56.5   59.8   1.68   0.97  131.2   27.8   32.0    1.0   0.97   0.61    0.00    2.72
 2004 260   343    91  116.2   58.5   57.7   1.67   0.94  131.2   26.9   30.9    0.9   0.94   0.61    0.00    2.72
 2004 261   344    92  116.2   60.5   55.7   1.66   0.90  131.2   25.9   29.8    0.9   0.90   0.60    0.00    2.72
 2004 262   345    93  116.2   62.2   54.0   1.66   0.88  131.2   25.1   28.9    0.9   0.88   0.59    0.00    2.72
 2004 263   346    94  116.2   64.0   52.2   1.65   0.85  131.2   24.3   27.9    0.8   0.85   0.58    0.00    2.72
 2004 264   347    95  116.2   65.9   50.3   1.64   0.82  131.2   23.4   26.9    0.8   0.82   0.58    0.00    2.78
 2004 265   348    96  116.2   67.7   48.5   1.62   0.79  131.3   22.6   25.9    0.8   0.79   0.59    0.00    2.85
 2004 266   349    97  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 267   350    98  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 268   351    99  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 269   352   100  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 270   353   101  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 271   354   102  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 272   355   103  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 273   356   104  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 274   357   105  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 275   358   106  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 276   359   107  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 277   360   108  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 278   361   109  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 279   362   110  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 280   363   111  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 281   364   112  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 282   365   113  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 283   366   114  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 284   367   115  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 285   368   116  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 286   369   117  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 287   370   118  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 288   371   119  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 289   372   120  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 290   373   121  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 291   374   122  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 292   375   123  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 293   376   124  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92
 2004 294   377   125  116.2   69.5   46.7   1.61   0.76  131.3   21.7   25.0    0.8   0.76   0.58    0.00    2.92

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:45
                                                                                
*RUN   9        : N120 P90                  MZCER045 GHWA0401    9              
 MODEL          : MZCER045 - Maize                                              
 EXPERIMENT     : GHWA0401 MZ ON-STATION NXP (EXPERIMENT NO.2) 9 TRT            
 DATA PATH      :                                                               
 TREATMENT  9   : N120 P90                  MZCER045                            
  
@YEAR DOY   DAS   DAP   CNAD   GNAD   VNAD   GN%D   VN%D   NUPC   LNAD   SNAD   LN%D   SN%D   RN%D   SNN0C   SNN1C
 2004 169   252     0    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 170   253     1    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 171   254     2    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 172   255     3    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 173   256     4    0.0    0.0    0.0   0.00   0.00    0.0    0.0    0.0    0.0   0.00   0.00    0.00    0.00
 2004 174   257     5    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.20    0.00    0.00
 2004 175   258     6    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   2.11    0.00    0.00
 2004 176   259     7    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.94    0.00    0.00
 2004 177   260     8    0.9    0.0    0.9   0.00   4.40    0.0    0.4    0.4    4.4   4.40   1.74    0.00    0.00
 2004 178   261     9    0.9    0.0    0.9   0.00   3.68    0.0    0.5    0.4    3.7   3.68   1.63    0.00    0.00
 2004 179   262    10    1.0    0.0    1.0   0.00   3.35    0.1    0.7    0.3    3.3   3.35   1.26    0.00    0.00
 2004 180   263    11    1.3    0.0    1.3   0.00   3.41    0.4    1.0    0.3    3.4   3.41   1.16    0.00    0.00
 2004 181   264    12    1.6    0.0    1.6   0.00   3.46    0.8    1.3    0.3    3.5   3.46   1.25    0.00    0.00
 2004 182   265    13    2.0    0.0    2.0   0.00   3.14    1.1    1.6    0.3    3.1   3.14   1.17    0.00    0.00
 2004 183   266    14    2.6    0.0    2.6   0.00   3.14    1.9    2.2    0.3    3.1   3.14   1.33    0.00    0.01
 2004 184   267    15    3.3    0.0    3.3   0.00   3.16    2.7    3.0    0.3    3.2   3.16   1.23    0.00    0.01
 2004 185   268    16    4.3    0.0    4.3   0.00   3.55    3.6    3.9    0.4    3.6   3.55   1.14    0.00    0.01
 2004 186   269    17    4.8    0.0    4.8   0.00   3.01    4.2    4.5    0.3    3.0   3.01   1.23    0.00    0.01
 2004 187   270    18    6.3    0.0    6.3   0.00   3.04    5.8    6.0    0.3    3.0   3.04   1.23    0.00    0.01
 2004 188   271    19    8.0    0.0    8.0   0.00   2.97    7.8    7.7    0.3    3.0   2.97   1.29    0.00    0.02
 2004 189   272    20   10.5    0.0   10.5   0.00   3.46   10.7   10.1    0.3    3.5   3.46   1.38    0.00    0.02
 2004 190   273    21   11.8    0.0   11.8   0.00   3.26   11.9   11.5    0.3    3.3   3.26   1.17    0.00    0.03
 2004 191   274    22   13.8    0.0   13.8   0.00   3.18   14.4   13.5    0.3    3.2   3.18   1.29    0.00    0.03
 2004 192   275    23   19.1    0.0   19.1   0.00   3.78   19.7   18.7    0.4    3.8   3.78   1.17    0.00    0.04
 2004 193   276    24   21.3    0.0   21.3   0.00   3.67   22.2   21.0    0.4    3.7   3.67   1.20    0.00    0.05
 2004 194   277    25   23.9    0.0   23.9   0.00   3.55   25.2   23.5    0.4    3.5   3.55   1.21    0.00    0.06
 2004 195   278    26   27.4    0.0   27.4   0.00   3.49   29.7   26.9    0.5    3.5   3.49   1.33    0.00    0.07
 2004 196   279    27   30.5    0.0   30.5   0.00   3.45   32.4   29.8    0.7    3.4   3.45   1.12    0.00    0.09
 2004 197   280    28   34.0    0.0   34.0   0.00   3.40   37.0   33.0    1.0    3.4   3.40   1.25    0.00    0.10
 2004 198   281    29   37.8    0.0   37.8   0.00   3.35   41.2   36.4    1.4    3.3   3.35   1.20    0.00    0.12
 2004 199   282    30   41.3    0.0   41.3   0.00   3.30   44.4   39.3    2.0    3.3   3.30   1.10    0.00    0.15
 2004 200   283    31   45.1    0.0   45.1   0.00   3.26   49.1   42.4    2.8    3.3   3.26   1.18    0.00    0.17
 2004 201   284    32   50.4    0.0   50.4   0.00   3.22   55.3   46.4    4.1    3.2   3.22   1.22    0.00    0.19
 2004 202   285    33   54.1    0.0   54.1   0.00   3.15   59.0   48.9    5.2    3.2   3.15   1.13    0.00    0.22
 2004 203   286    34   57.9    0.0   57.9   0.00   3.11   62.5   51.3    6.5    3.1   3.11   1.08    0.00    0.25
 2004 204   287    35   62.6    0.0   62.6   0.00   3.06   68.5   54.3    8.3    3.1   3.06   1.18    0.00    0.27
 2004 205   288    36   67.6    0.0   67.6   0.00   3.02   74.6   57.2   10.5    3.0   3.02   1.20    0.00    0.31
 2004 206   289    37   71.4    0.0   71.4   0.00   2.98   77.7   59.1   12.3    3.0   2.98   1.08    0.00    0.35
 2004 207   290    38   76.6    0.0   76.6   0.00   2.93   84.0   61.7   14.9    2.9   2.93   1.15    0.00    0.38
 2004 208   291    39   81.7    0.0   81.7   0.00   2.89   89.5   64.1   17.7    2.9   2.89   1.13    0.00    0.42
 2004 209   292    40   86.0    0.0   86.0   0.00   2.89   93.9   66.1   19.9    2.9   2.89   1.11    0.00    0.47
 2004 210   293    41   90.4    0.0   90.4   0.00   2.80   98.2   67.3   23.1    2.8   2.80   1.08    0.00    0.51
 2004 211   294    42   96.3    0.0   96.3   0.00   2.76  104.7   69.5   26.8    2.8   2.76   1.11    0.00    0.55
 2004 212   295    43  101.3    0.0  101.3   0.00   2.73  109.7   71.2   30.2    2.7   2.73   1.08    0.00    0.60
 2004 213   296    44  106.0    0.0  106.0   0.00   2.67  114.4   73.2   32.8    2.7   2.67   1.08    0.00    0.64
 2004 214   297    45  108.3    0.0  108.3   0.00   2.54  117.3   72.9   35.5    2.5   2.54   1.05    0.00    0.68
 2004 215   298    46  111.0    0.0  111.0   0.00   2.49  120.4   73.4   37.6    2.5   2.49   1.05    0.00    0.73
 2004 216   299    47  113.1    0.0  113.1   0.00   2.41  122.9   73.1   40.0    2.4   2.41   1.00    0.00    0.78
 2004 217   300    48  114.8    0.0  114.8   0.00   2.35  124.7   72.7   42.0    2.4   2.35   1.01    0.00    0.83
 2004 218   301    49  115.9    0.0  115.9   0.00   2.27  126.0   72.0   43.9    2.3   2.27   0.98    0.00    0.88
 2004 219   302    50  116.7    0.0  116.7   0.00   2.20  127.0   71.1   45.6    2.2   2.20   0.98    0.00    0.93
 2004 220   303    51  117.4    0.0  117.4   0.00   2.13  127.8   70.4   47.0    2.1   2.13   0.93    0.00    0.99
